id,nombre,nombre_compania,ubicacion_sede,descripcion,web,fecha_alta,ultima_verificacion,fuente,estado
icollege,iCollege,Hiberus,"Zaragoza, Zaragoza","Plataforma virtual orientada a mejorar y unificar la gestión de los centros educativos, facilitando el seguimiento de los datos académicos.",https://www.hiberus.com/icollege-gestion-centros-educativos,2026-07-31,2026-07-31,https://www.hiberus.com/icollege-gestion-centros-educativos,activo
iriusrisk,IriusRisk,IriusRisk,"Huesca, Huesca","Platform for automated threat modeling. Powering security and development teams to collaborate, speed up time-to-market, and truly shift security left",https://www.iriusrisk.com/,2026-07-31,2026-07-31,https://www.iriusrisk.com/,activo
kvp,KVP,Hiberus,"Zaragoza, Zaragoza",Solución para facilitar el diseño y configuración de los turnos de los empleados y visualización posterior de toda la información de los cuadrantes horarios.,https://www.hiberus.com/kvp,2026-07-31,2026-07-31,https://www.hiberus.com/kvp,activo
maximiliana,Maximiliana,Maximiliana,"Zaragoza, Zaragoza","Dispositivo móvil centrado en la tercera edad, facilita el uso de llamadas y videollamadas, llamada SOS, localización GPS y mucho más.",https://maximiliana.es/,2026-07-31,2026-07-31,https://maximiliana.es/,activo
neki,Neki,Neki,"Zaragoza, Zaragoza",Dispositivos localizadores GPS para la tercera edad y software de seguimiento activo.,https://neki.es/index.html,2026-07-31,2026-07-31,https://neki.es/index.html,activo
neuromarketing-labs,Neuromarketing labs,Bitbrain,"Zaragoza, Zaragoza","Plataforma científica desarrollada para medir con fiabilidad y sencillez los procesos emocionales, cognitivos y conductuales involucrados en la toma de decisiones del consumidor",https://www.bitbrain.com/es/productos-neurotecnologia/soluciones-completas/investigacion-consumidor,2026-07-31,2026-07-31,https://www.bitbrain.com/es/productos-neurotecnologia/soluciones-completas/investigacion-consumidor,activo
oniad,ONiAd,ONiAd,"Cuarte de Huerva, Zaragoza","Plataforma para facilitar la gestión de publicidad programática, permite publicar anuncios en los principales medios de comunicación, páginas web y Apps.",https://oniad.com/,2026-07-31,2026-07-31,https://oniad.com/,activo
pickgeo,Pickgeo,ZZ Data Labs,"Zaragoza, Zaragoza","Plataforma B2B de Location Intelligence que simplifica un 80% la toma de decisiones en procesos de expansión de cadenas de retail. Cuenta con más de 2.000 indicadores geolocalizados, IA propietaria y un SaaS Cloud con resultados personalizados.",https://pickgeo.com/,2026-07-31,2026-07-31,https://pickgeo.com/,activo
seycob,Seycob,Seycob,"Huesca, Huesca","Sistema que permite realizar copias de seguridad vía Internet, tanto de servidores, como de ordenadores y portátiles",https://seycob.es/,2026-07-31,2026-07-31,https://seycob.es/,activo
sintra,Sintra,Hiberus,"Zaragoza, Zaragoza",Sistema inteligente para gestión de citas y reservas a través de una interacción omnicanal mediante bots y agentes.,https://www.hiberus.com/soluciones-tecnologicas,2026-07-31,2026-07-31,https://www.hiberus.com/soluciones-tecnologicas,activo
sommos,Sommos,Hiberus,"Zaragoza, Zaragoza",Aplicación para el registro y control de horas del personal de tu organización.,https://www.hiberus.com/sommos,2026-07-31,2026-07-31,https://www.hiberus.com/sommos,activo
tamesis,Tamesis,Alerce,"Zaragoza, Zaragoza","Sistema de gestión de almacén especializado en gestión logística, multiplataforma, multialmacén y multicliente que integra todas las operaciones y flujos logísticos, incluyendo la tasación y facturación de servicios y operaciones de valor añadido",https://www.alerce-group.com/es/soluciones/sistemas-gestion-almacen.html,2026-07-31,2026-07-31,https://www.alerce-group.com/es/soluciones/sistemas-gestion-almacen.html,activo
tiendatek,Tiendatek,Frogtek,"Huesca, Huesca","Aplicación software de punto de venta que permite a los microminoristas registrar todos los gastos e ingresos de la tienda directamente en un teléfono móvil o tableta. Los microminoristas obtienen acceso a informes financieros, recomendaciones personalizadas y servicios adicionales de valor agregado.",https://tiendatek.mx/,2026-07-31,2026-07-31,https://tiendatek.mx/,activo
travel-one,Travel One,Hiberus,"Zaragoza, Zaragoza",Solución integral para simplificar y automatizar las operaciones de los negocios turísticos,https://www.hiberus.com/travel-one-inventory,2026-07-31,2026-07-31,https://www.hiberus.com/travel-one-inventory,activo
videoo-tv,videoo.tv,Digital Green,"Huesca, Huesca",Reproductor de video que permite integrar fácilmente publicidad instream/preroll que se adapta a tu web con facilidad.,https://videoo.tv/es,2026-07-31,2026-07-31,https://videoo.tv/es,activo
wellic,Wellic,Wellic Health,"Utrillas, Teruel",Plataforma digital para conectar a usuarios con profesionales de la salud y el bienestar de todas las disiciplinas sanitarias.,https://www.wellic.es/,2026-07-31,2026-07-31,https://www.wellic.es/,activo
xalok,Xalok,Hiberus,"Zaragoza, Zaragoza","Herramienta diseñada para crear, distribuir y monetizar el contenido generado por medios de comunicación y editores digitales",https://www.xalok.com/#cms-medios-comunicacion,2026-07-31,2026-07-31,https://www.xalok.com/#cms-medios-comunicacion,activo
zafiro-cast,Zafiro Cast,Entertainment Solutions,"Zaragoza, Zaragoza","Solución Cast para hoteles permite facilidad de conexión con TV, IPTV y WiFi, por lo que el huésped podrá disfrutar de sus contenidos favoritos con total seguridad en tu establecimiento.",https://www.zafiro.tv/cast/,2026-07-31,2026-07-31,https://www.zafiro.tv/cast/,activo
zafiro-digital-signage,Zafiro Digital Signage,Entertainment Solutions,"Zaragoza, Zaragoza",Solución de cartelería digital para hoteles y otros establecimientos hoteleros.,https://www.zafiro.tv/digital_signage/,2026-07-31,2026-07-31,https://www.zafiro.tv/digital_signage/,activo
zafiro-mobile,Zafiro Mobile,Entertainment Solutions,"Zaragoza, Zaragoza",App adaptable para hoteles que permite al cliente acceder a todos los servicios del hotel a través del su dispositivo móvil.,https://www.zafiro.tv/mobile/,2026-07-31,2026-07-31,https://www.zafiro.tv/mobile/,activo
zafiro-tv,Zafiro TV,Entertainment Solutions,"Zaragoza, Zaragoza",Solución completa IPTV para hoteles permite ofrecer un sistema de televisión más completo para el huésped.,https://www.zafiro.tv/iptv/,2026-07-31,2026-07-31,https://www.zafiro.tv/iptv/,activo
zafiro-wifi,Zafiro WiFi,Entertainment Solutions,"Zaragoza, Zaragoza",Solución WiFi para hoteles que facilita la conexión en un entorno seguro para el huésped.,https://www.zafiro.tv/wifi/,2026-07-31,2026-07-31,https://www.zafiro.tv/wifi/,activo
