id,nombre,nombre_compania,ubicacion_sede,descripcion,web,fecha_alta,ultima_verificacion,fuente,estado
icollege,iCollege,Hiberus,"Zaragoza, Zaragoza","Plataforma virtual orientada a mejorar y unificar la gestión de los centros educativos, facilitando el seguimiento de los datos académicos.",https://www.hiberus.com/icollege-gestion-centros-educativos,2022-08-22,2026-07-31,https://www.hiberus.com/icollege-gestion-centros-educativos,inactivo
iriusrisk,IriusRisk,IriusRisk,"Huesca, Huesca","Platform for automated threat modeling. Powering security and development teams to collaborate, speed up time-to-market, and truly shift security left",https://www.iriusrisk.com/,2022-08-11,2022-08-11,https://www.iriusrisk.com/,activo
kvp,KVP,Hiberus,"Zaragoza, Zaragoza",Solución para facilitar el diseño y configuración de los turnos de los empleados y visualización posterior de toda la información de los cuadrantes horarios.,https://www.hiberus.com/kvp,2022-08-22,2022-08-22,https://www.hiberus.com/kvp,activo
maximiliana,Maximiliana,Maximiliana,"Zaragoza, Zaragoza","Dispositivo móvil centrado en la tercera edad, facilita el uso de llamadas y videollamadas, llamada SOS, localización GPS y mucho más.",https://maximiliana.es/,2022-08-19,2022-08-19,https://maximiliana.es/,activo
neki,Neki,Neki,"Zaragoza, Zaragoza",Dispositivos localizadores GPS para la tercera edad y software de seguimiento activo.,https://neki.es/index.html,2022-08-11,2022-08-11,https://neki.es/index.html,activo
neuromarketing-labs,Neuromarketing labs,Bitbrain,"Zaragoza, Zaragoza","Plataforma científica desarrollada para medir con fiabilidad y sencillez los procesos emocionales, cognitivos y conductuales involucrados en la toma de decisiones del consumidor",https://www.bitbrain.com/es/productos-neurotecnologia/soluciones-completas/investigacion-consumidor,2022-08-11,2022-08-11,https://www.bitbrain.com/es/productos-neurotecnologia/soluciones-completas/investigacion-consumidor,activo
oniad,ONiAd,ONiAd,"Cuarte de Huerva, Zaragoza","Plataforma para facilitar la gestión de publicidad programática, permite publicar anuncios en los principales medios de comunicación, páginas web y Apps.",https://oniad.com/,2022-08-18,2022-08-18,https://oniad.com/,activo
pickgeo,Pickgeo,ZZ Data Labs,"Zaragoza, Zaragoza","Plataforma B2B de Location Intelligence que simplifica un 80% la toma de decisiones en procesos de expansión de cadenas de retail. Cuenta con más de 2.000 indicadores geolocalizados, IA propietaria y un SaaS Cloud con resultados personalizados.",https://pickgeo.com/,2022-08-22,2022-08-22,https://pickgeo.com/,activo
seycob,Seycob,Seycob,"Huesca, Huesca","Sistema que permite realizar copias de seguridad vía Internet, tanto de servidores, como de ordenadores y portátiles",https://seycob.es/,2022-08-11,2026-07-31,https://seycob.es/,inactivo
sintra,Sintra,Hiberus,"Zaragoza, Zaragoza",Sistema inteligente para gestión de citas y reservas a través de una interacción omnicanal mediante bots y agentes.,https://www.hiberus.com/soluciones-tecnologicas,2022-08-22,2022-08-22,https://www.hiberus.com/soluciones-tecnologicas,activo
sommos,Sommos,Hiberus,"Zaragoza, Zaragoza",Aplicación para el registro y control de horas del personal de tu organización.,https://www.hiberus.com/sommos,2022-08-22,2022-08-22,https://www.hiberus.com/sommos,activo
tamesis,Tamesis,Alerce,"Zaragoza, Zaragoza","Sistema de gestión de almacén especializado en gestión logística, multiplataforma, multialmacén y multicliente que integra todas las operaciones y flujos logísticos, incluyendo la tasación y facturación de servicios y operaciones de valor añadido",https://www.alerce-group.com/es/soluciones/sistemas-gestion-almacen.html,2022-08-11,2022-08-11,https://www.alerce-group.com/es/soluciones/sistemas-gestion-almacen.html,activo
tiendatek,Tiendatek,Frogtek,"Huesca, Huesca","Aplicación software de punto de venta que permite a los microminoristas registrar todos los gastos e ingresos de la tienda directamente en un teléfono móvil o tableta. Los microminoristas obtienen acceso a informes financieros, recomendaciones personalizadas y servicios adicionales de valor agregado.",https://tiendatek.mx/,2022-08-18,2022-08-18,https://tiendatek.mx/,activo
travel-one,Travel One,Hiberus,"Zaragoza, Zaragoza",Solución integral para simplificar y automatizar las operaciones de los negocios turísticos,https://www.hiberus.com/travel-one-inventory,2022-08-22,2022-08-22,https://www.hiberus.com/travel-one-inventory,activo
videoo-tv,videoo.tv,Digital Green,"Huesca, Huesca",Reproductor de video que permite integrar fácilmente publicidad instream/preroll que se adapta a tu web con facilidad.,https://videoo.tv/es,2022-08-31,2022-08-31,https://videoo.tv/es,activo
wellic,Wellic,Wellic Health,"Utrillas, Teruel",Plataforma digital para conectar a usuarios con profesionales de la salud y el bienestar de todas las disiciplinas sanitarias.,https://www.wellic.es/,2022-09-17,2026-07-31,https://www.wellic.es/,inactivo
xalok,Xalok,Hiberus,"Zaragoza, Zaragoza","Herramienta diseñada para crear, distribuir y monetizar el contenido generado por medios de comunicación y editores digitales",https://www.xalok.com/#cms-medios-comunicacion,2022-08-11,2022-08-11,https://www.xalok.com/#cms-medios-comunicacion,activo
zafiro-cast,Zafiro Cast,Entertainment Solutions,"Zaragoza, Zaragoza","Solución Cast para hoteles permite facilidad de conexión con TV, IPTV y WiFi, por lo que el huésped podrá disfrutar de sus contenidos favoritos con total seguridad en tu establecimiento.",https://www.zafiro.tv/cast/,2022-08-25,2022-08-25,https://www.zafiro.tv/cast/,activo
zafiro-digital-signage,Zafiro Digital Signage,Entertainment Solutions,"Zaragoza, Zaragoza",Solución de cartelería digital para hoteles y otros establecimientos hoteleros.,https://www.zafiro.tv/digital_signage/,2022-08-25,2026-07-31,https://www.zafiro.tv/digital_signage/,inactivo
zafiro-mobile,Zafiro Mobile,Entertainment Solutions,"Zaragoza, Zaragoza",App adaptable para hoteles que permite al cliente acceder a todos los servicios del hotel a través del su dispositivo móvil.,https://www.zafiro.tv/mobile/,2022-08-25,2022-08-25,https://www.zafiro.tv/mobile/,activo
zafiro-tv,Zafiro TV,Entertainment Solutions,"Zaragoza, Zaragoza",Solución completa IPTV para hoteles permite ofrecer un sistema de televisión más completo para el huésped.,https://www.zafiro.tv/iptv/,2022-08-25,2022-08-25,https://www.zafiro.tv/iptv/,activo
zafiro-wifi,Zafiro WiFi,Entertainment Solutions,"Zaragoza, Zaragoza",Solución WiFi para hoteles que facilita la conexión en un entorno seguro para el huésped.,https://www.zafiro.tv/wifi/,2022-08-25,2022-08-25,https://www.zafiro.tv/wifi/,activo
vega,V·E·G·A,Imascono,"Zaragoza, Zaragoza","Plataforma de avatares virtuales con inteligencia artificial para comunicación corporativa, formación y atención al cliente.",https://vega-avatar.com/,2026-07-31,2026-07-31,https://imascono.com/producto-vega/,activo
alice-ar,Alice AR,Deusens,"Zaragoza, Zaragoza",App de realidad aumentada para visualizar productos en 3D y catálogos interactivos para equipos comerciales.,https://www.deusens.com/es,2026-07-31,2026-07-31,https://ajezaragoza.com/asociados/deusens/,activo
funmirror,FunMirror,Deusens,"Zaragoza, Zaragoza",Photocall de realidad aumentada para dinamizar eventos y campañas de marketing.,https://www.deusens.com/es,2026-07-31,2026-07-31,https://www.deusens.com/es,activo
spherag,Spherag,Spherag,"Zaragoza, Zaragoza","Plataforma cloud e IoT para gestión remota de riego, fertirrigación y recursos hídricos agrícolas.",https://spherag.com/es/,2026-07-31,2026-07-31,https://spherag.com/es/,activo
ahmonitor,aHMonitor,Abora Solar,"Zaragoza, Zaragoza","Plataforma de monitorización en tiempo real de instalaciones solares híbridas con seguimiento de producción, ahorro y emisiones.",https://abora-solar.com/en/ahmonitor/,2026-07-31,2026-07-31,https://abora-solar.com/ahmonitor-observa-analiza-y-mejora-el-rendimiento-de-tu-instalacion-solar-hibrida/,activo
otspm,OTSPM,Safetybits,"Zaragoza, Zaragoza","Plataforma SaaS de ciberseguridad industrial para inventario de dispositivos OT, detección de amenazas y cumplimiento normativo.",https://safetybits.io/es/productos/plataforma-otspm/,2026-07-31,2026-07-31,https://safetybits.io/es/productos/plataforma-otspm/,activo
augan,Augan,Automatización Ganadera S.L.,"Ejea de los Caballeros, Zaragoza","Cuaderno digital ganadero y plataforma de gestión con sensores IoT, inteligencia artificial y alertas para explotaciones ganaderas.",https://augan.es/,2026-07-31,2026-07-31,https://augan.es/,activo
roomfid,ROOMFID,Doctus Data S.L.,"Zaragoza, Zaragoza",Software de inventario hospitalario automatizado con trazabilidad en tiempo real de materiales implantables de alto valor.,https://www.roomfid.com/,2026-07-31,2026-07-31,https://www.roomfid.com/,activo
sichock,SiChock,Signos IoT,"Zaragoza, Zaragoza",Calzo inteligente con plataforma digital para seguridad en muelles de carga y monitorización de operaciones logísticas.,https://www.sichock.io/,2026-07-31,2026-07-31,https://www.sichock.io/,activo
singerfy,Singerfy,Singerfy,"Zaragoza, Zaragoza",Plataforma web para crear y encargar canciones personalizadas para eventos y regalos.,https://www.singerfy.com/,2026-07-31,2026-07-31,https://www.innovaspain.com/canciones-personalizadas-regalos-singerfy/,inactivo
cassandra-ai,Cassandra AI,Cassandra AI,"Zaragoza, Zaragoza",Plataforma de inteligencia artificial para inversión y comercialización de activos inmobiliarios.,https://cassandra-ai.com/,2026-07-31,2026-07-31,https://cassandra-ai.com/en/real-estate-intelligence-platform/,activo
ursos,URSOS,Geezar Soluciones SL,"Zaragoza, Zaragoza",Software de simulación y cálculo de demandas energéticas e indicadores de sostenibilidad para auditorías energéticas.,https://geezar.es/,2026-07-31,2026-07-31,https://campag.es/geezar_es/,activo
endef-gestion-energetica,ENDEF Gestión Energética,ENDEF,"Zaragoza, Zaragoza",Plataforma de gestión inteligente de energía para comunidades energéticas y edificios basada en software libre.,https://endef.com/eficiencia-energetica/,2026-07-31,2026-07-31,https://endef.com/servicios-comunidades-energeticas/,activo
scriba,Scriba,Hiberus,"Zaragoza, Zaragoza",Herramienta con IA para generar automáticamente fichas de producto e imágenes a partir de códigos EAN en entornos e-commerce.,https://www.hiberus.com/soluciones/scriba,2026-07-31,2026-07-31,https://www.hiberus.com/soluciones/scriba,activo
tiketee,Tiketee,Hiberus,"Zaragoza, Zaragoza","Sistema integral de venta de entradas online con control de accesos, gestión de aforos y trazabilidad completa.",https://www.hiberus.com/soluciones/tiketee,2026-07-31,2026-07-31,https://www.hiberus.com/soluciones/tiketee,activo
planwise,PlanWise,Hiberus,"Zaragoza, Zaragoza","Solución para administraciones públicas de seguimiento, análisis e impacto de planes y programas con cuadros de mando interactivos.",https://www.hiberus.com/soluciones/planwise,2026-07-31,2026-07-31,https://www.hiberus.com/soluciones/planwise,activo
bookme,Bookme,Hiberus,"Zaragoza, Zaragoza",Software multicanal para reserva y gestión centralizada de espacios y recursos corporativos.,https://www.hiberus.com/soluciones/bookme,2026-07-31,2026-07-31,https://www.hiberus.com/soluciones/bookme,activo
hube,Hube,Hiberus,"Zaragoza, Zaragoza","Solución de virtualización 3D para construcción que unifica diseño, preconstrucción, presupuesto y planificación de obra.",https://www.hiberus.com/soluciones/hube,2026-07-31,2026-07-31,https://www.hiberus.com/soluciones/hube,activo
sherlook,Sherlook GEO Services,Hiberus,"Zaragoza, Zaragoza","Servicio de posicionamiento de marcas en plataformas de IA generativa como ChatGPT, Gemini y Perplexity.",https://www.hiberus.com/soluciones/sherlook,2026-07-31,2026-07-31,https://www.hiberus.com/soluciones/sherlook,activo
iris360,iris360,Libelium,"Zaragoza, Zaragoza","Plataforma IoT modular para gestión de dispositivos y análisis de datos en tiempo real para ciudades, industria y agricultura.",https://www.iris360iot.com/platform/,2026-07-31,2026-07-31,https://www.libelium.com/libeliumworld/iris360-libeliums-new-data-iot-management-platform/,activo
smart-parking,Smart Parking,Libelium,"Zaragoza, Zaragoza",Sistema de detección de disponibilidad de aparcamiento con sensores radar y conectividad LoRaWAN o NB-IoT.,https://www.libelium.com/iot-solutions/smart-parking/,2026-07-31,2026-07-31,https://www.libelium.com/iot-solutions/smart-parking/,activo
smart-spot,Smart Spot,Libelium,"Zaragoza, Zaragoza",Dispositivo IoT para monitorización de calidad del aire y afluencia de personas en entornos urbanos.,https://www.libelium.com/iot-products/smart-spot/,2026-07-31,2026-07-31,https://www.libelium.com/iot-products/smart-spot/,activo
libelium-one,Libelium One,Libelium,"Zaragoza, Zaragoza","Dispositivo IoT plug-and-play para monitorización continua de suelo, agua y variables ambientales con configuración en la nube.",https://www.libelium.com/iot-products/libelium-one/,2026-07-31,2026-07-31,https://www.libelium.com/iot-products/libelium-one/,activo
senda,Senda,Alerce,"Zaragoza, Zaragoza",Software optimizador de rutas para planificación y automatización de reparto y recogida en operaciones de última milla.,https://alerce.alerce-group.com/es/productos/senda/,2026-07-31,2026-07-31,https://alerce.alerce-group.com/es/productos/senda/,activo
gestiona,Gestiona,esPublico,"Zaragoza, Zaragoza","Plataforma integral de administración electrónica para ayuntamientos con sede electrónica, expedientes y firma en la nube.",https://www.espublicogestiona.com/es/,2026-07-31,2026-07-31,https://www.espublicogestiona.com/es/,activo
safe-creative,Safe Creative,"Safe Creative, S.L.","Zaragoza, Zaragoza",Plataforma de registro de propiedad intelectual y protección de obras digitales con evidencias en blockchain.,https://www.safecreative.org/es,2026-07-31,2026-07-31,https://www.safecreative.org/es,activo
safe-stamper,Safe Stamper,"Safe Creative, S.L.","Zaragoza, Zaragoza","Plataforma para certificar y evidenciar actos digitales como correos, páginas web, fotografías y navegación con validez legal.",https://www.safestamper.com/,2026-07-31,2026-07-31,https://espublico.tech/compania,inactivo
sennslab,SennsLab,Bitbrain,"Zaragoza, Zaragoza",Software de diseño experimental y recopilación de datos sincronizando más de 35 modalidades de sensores para investigación del comportamiento humano.,https://www.bitbrain.com/es/productos-neurotecnologia/software/sennslab,2026-07-31,2026-07-31,https://www.bitbrain.com/es/productos-neurotecnologia/software/sennslab,activo
sennslite,SennsLite,Bitbrain,"Zaragoza, Zaragoza",Software para visualización y recogida de datos procedentes de más de 30 biosensores con sincronización entre dispositivos Bitbrain.,https://www.bitbrain.com/es/productos-neurotecnologia/software/sennslite,2026-07-31,2026-07-31,https://www.bitbrain.com/es/productos-neurotecnologia/software/sennslite,activo
irt-online,IRT Online,Bitbrain,"Zaragoza, Zaragoza",Plataforma de tests de respuesta implícita para medir preferencias inconscientes de consumidores en investigación de mercado.,https://www.bitbrain.com/es/productos-neurotecnologia/software/test-de-respuesta-implicita,2026-07-31,2026-07-31,https://www.bitbrain.com/es/productos-neurotecnologia/software/test-de-respuesta-implicita,inactivo
casandraiot,CasandraIoT,Septer,"Zaragoza, Zaragoza","Plataforma IoT/IIoT para integración, almacenamiento y procesado de datos de productos, máquinas y activos industriales.",https://www.septer.es/plataformas-y-aplicaciones/,2026-07-31,2026-07-31,https://www.septer.es/plataformas-y-aplicaciones/,activo
